instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_type,temp_smooth,hum_smooth,windspeed_smooth,cnt_smooth
461,2012-04-05,2,2012,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,Weekday,0.44246385714285713,0.5343115714285714,0.1962467142857143,6190.857142857143
462,2012-04-06,2,2012,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,Weekday,0.4472257142857143,0.5052044285714286,0.21943542857142856,6333.857142857143
463,2012-04-07,2,2012,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,Weekend,0.44913042857142854,0.4360378571428571,0.22290028571428572,6422.714285714285
464,2012-04-08,2,2012,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Weekend,0.4597257142857143,0.37883542857142855,0.23151871428571427,6298.142857142857
465,2012-04-09,2,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Weekday,0.4676191428571429,0.35214285714285715,0.2380982857142857,6248.0
466,2012-04-10,2,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,Weekday,0.46476199999999995,0.357619,0.2594185714285714,6126.0
467,2012-04-11,2,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Weekday,0.4371947142857143,0.3576164285714286,0.275747,5901.142857142857
468,2012-04-12,2,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Weekday,0.43183757142857143,0.37077114285714285,0.2858755714285714,5751.428571428572
469,2012-04-13,2,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,Weekday,0.4374328571428571,0.37523542857142855,0.26517314285714283,5742.571428571428
470,2012-04-14,2,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,Weekend,0.44564714285714285,0.4107711428571429,0.2531797142857143,5828.714285714285
471,2012-04-15,2,2012,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,Weekend,0.4608852857142857,0.443926,0.252113,6109.142857142857
472,2012-04-16,2,2012,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,Weekday,0.4858852857142857,0.47880700000000004,0.241632,6221.285714285715
473,2012-04-17,2,2012,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,Weekday,0.5089804285714286,0.472438,0.24509685714285712,6331.714285714285
474,2012-04-18,2,2012,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Weekday,0.5253571428571429,0.4866668571428571,0.22690228571428572,6261.0
475,2012-04-19,2,2012,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,Weekday,0.5397618571428572,0.5075597142857143,0.19483088571428572,6426.142857142857
476,2012-04-20,2,2012,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,Weekday,0.5517857142857142,0.5484525714285714,0.19403088571428576,6553.571428571428
477,2012-04-21,2,2012,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,Weekend,0.5625,0.5741668571428571,0.20726945714285713,6434.142857142857
478,2012-04-22,2,2012,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,Weekend,0.5325,0.6209525714285714,0.22432902857142856,5562.0
479,2012-04-23,2,2012,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Weekday,0.48357142857142854,0.6502382857142858,0.22699574285714283,5111.142857142857
480,2012-04-24,2,2012,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Weekday,0.4557142857142857,0.6593454285714285,0.2235320285714286,4960.0
481,2012-04-25,2,2012,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Weekday,0.45761914285714284,0.6391668571428571,0.21651488571428573,5221.285714285715
482,2012-04-26,2,2012,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Weekday,0.45761914285714284,0.6597621428571429,0.23232857142857144,5001.428571428572
483,2012-04-27,2,2012,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Weekday,0.44773814285714286,0.6177978571428572,0.2605802857142857,4850.428571428572
484,2012-04-28,2,2012,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Weekend,0.42011914285714286,0.5901787142857142,0.2386357142857143,4507.0
485,2012-04-29,2,2012,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,Weekend,0.42892857142857144,0.5547024285714286,0.206116,5260.857142857143
486,2012-04-30,2,2012,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,Weekday,0.4492857142857143,0.5266071428571429,0.1872791428571429,5597.714285714285
487,2012-05-01,2,2012,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,Weekday,0.4778571428571428,0.5559522857142858,0.1739524285714286,5613.0
488,2012-05-02,2,2012,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,Weekday,0.4903571428571429,0.6086902857142856,0.1767047142857143,5609.142857142857
489,2012-05-03,2,2012,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,Weekday,0.4991667142857143,0.6103568571428573,0.170572,5808.428571428572
490,2012-05-04,2,2012,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,Weekday,0.5234524285714286,0.6581545714285715,0.144187,5817.428571428572
491,2012-05-05,2,2012,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,Weekend,0.5584524285714286,0.6963094285714286,0.14747514285714286,6197.857142857143
492,2012-05-06,2,2012,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,Weekend,0.5733334285714285,0.7181547142857142,0.15218528571428572,6205.714285714285
493,2012-05-07,2,2012,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,Weekday,0.5838095714285715,0.7316071428571428,0.16062571428571432,6305.857142857143
494,2012-05-08,2,2012,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,Weekday,0.5792858571428571,0.7353571428571428,0.18061614285714286,6304.142857142857
495,2012-05-09,2,2012,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,Weekday,0.5808334285714285,0.7277977142857143,0.19180957142857144,6096.714285714285
496,2012-05-10,2,2012,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,Weekday,0.5730952857142857,0.6969048571428571,0.21757628571428572,6118.285714285715
497,2012-05-11,2,2012,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,Weekday,0.5596428571428571,0.6433334285714285,0.22814757142857142,6223.142857142857
498,2012-05-12,2,2012,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,Weekend,0.5514285714285714,0.6038691428571428,0.22388199999999997,6301.142857142857
499,2012-05-13,2,2012,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,Weekend,0.5585714285714285,0.5804762857142858,0.2346302857142857,6266.714285714285
500,2012-05-14,2,2012,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Weekday,0.5636904285714285,0.5983928571428571,0.23205471428571428,5776.714285714285
501,2012-05-15,2,2012,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Weekday,0.5679761428571428,0.6139285714285715,0.21082085714285714,5689.142857142857
502,2012-05-16,2,2012,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,Weekday,0.5767857142857142,0.6073214285714286,0.1974065714285714,6075.857142857143
503,2012-05-17,2,2012,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,Weekday,0.5892857142857143,0.6027381428571429,0.18532257142857142,6191.857142857143
504,2012-05-18,2,2012,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,Weekday,0.5936905714285715,0.6260118571428572,0.1710197142857143,6278.857142857143
505,2012-05-19,2,2012,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,Weekend,0.5988095714285714,0.6225594285714287,0.1654257142857143,6402.428571428572
506,2012-05-20,2,2012,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,Weekend,0.6,0.6160118571428572,0.1696042857142857,6546.857142857143
507,2012-05-21,2,2012,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Weekday,0.6035714285714285,0.6191071428571429,0.1725345714285714,6763.428571428572
508,2012-05-22,2,2012,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,Weekday,0.6040475714285715,0.615,0.16835957142857144,6900.285714285715
509,2012-05-23,2,2012,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,Weekday,0.6019047142857142,0.6259522857142857,0.1654292857142857,6591.142857142857
510,2012-05-24,2,2012,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,Weekday,0.6107142857142858,0.6540475714285715,0.15734657142857142,6503.428571428572
511,2012-05-25,2,2012,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,Weekday,0.6272618571428571,0.6860118571428572,0.15787985714285716,6374.142857142857
512,2012-05-26,2,2012,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,Weekend,0.6404761428571428,0.7254761428571429,0.17431085714285713,6123.0
513,2012-05-27,2,2012,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,Weekend,0.6503571428571429,0.7492855714285716,0.16871142857142857,6046.142857142857
514,2012-05-28,2,2012,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,Weekday,0.6666667142857143,0.7299998571428572,0.16347099999999998,6286.714285714285
515,2012-05-29,2,2012,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,Weekday,0.6820238571428572,0.7183927142857142,0.18879,6239.571428571428
516,2012-05-30,2,2012,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,Weekday,0.6870238571428572,0.7034522857142856,0.19340842857142856,6467.428571428572
517,2012-05-31,2,2012,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,Weekday,0.6905952857142857,0.671488,0.196606,6548.571428571428
518,2012-06-01,2,2012,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Weekday,0.6869048571428572,0.6726785714285715,0.21046499999999999,6176.142857142857
519,2012-06-02,2,2012,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,Weekend,0.6713095714285713,0.6464881428571428,0.20868928571428572,6402.428571428572
520,2012-06-03,2,2012,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,Weekend,0.6588095714285715,0.617381,0.20424871428571428,6552.428571428572
521,2012-06-04,2,2012,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,Weekday,0.6423810000000001,0.5903571428571429,0.2168647142857143,6688.857142857143
522,2012-06-05,2,2012,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,Weekday,0.6164285714285714,0.5801785714285714,0.204604,6868.571428571428
523,2012-06-06,2,2012,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,Weekday,0.6017857142857144,0.5717857142857143,0.196432,6897.142857142857
524,2012-06-07,2,2012,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,Weekday,0.5907142857142859,0.5823808571428571,0.19101357142857145,6919.428571428572
525,2012-06-08,2,2012,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,Weekday,0.59,0.5413094285714285,0.18213071428571428,7435.0
526,2012-06-09,2,2012,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,Weekend,0.6082142857142857,0.5252974285714286,0.17609142857142857,7346.142857142857
527,2012-06-10,2,2012,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,Weekend,0.6259524285714286,0.531726,0.16889628571428572,7197.142857142857
528,2012-06-11,2,2012,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,Weekday,0.6435714285714286,0.5461308571428571,0.15787914285714286,7149.428571428572
529,2012-06-12,2,2012,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Weekday,0.6596428571428571,0.5775594285714286,0.1585892857142857,6859.571428571428
530,2012-06-13,2,2012,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,Weekday,0.6741665714285715,0.5733927142857143,0.1966112857142857,6911.857142857143
531,2012-06-14,2,2012,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,Weekday,0.6807141428571429,0.5737498571428572,0.21038028571428571,6893.142857142857
532,2012-06-15,2,2012,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,Weekday,0.6792855714285714,0.5911307142857142,0.21055657142857145,6883.0
533,2012-06-16,2,2012,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,Weekend,0.6679761428571428,0.6007141428571429,0.21375371428571427,6912.142857142857
534,2012-06-17,2,2012,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,Weekend,0.6488094285714286,0.6093451428571429,0.21535128571428572,6966.428571428572
535,2012-06-18,2,2012,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Weekday,0.6270237142857144,0.6364879999999999,0.2106417142857143,6742.857142857143
536,2012-06-19,2,2012,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,Weekday,0.6320237142857144,0.6160118571428572,0.20113757142857142,7007.571428571428
537,2012-06-20,2,2012,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,Weekday,0.650119,0.6174404285714286,0.16835657142857144,6834.714285714285
538,2012-06-21,3,2012,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Weekday,0.672619,0.6172024285714286,0.14907857142857142,6626.428571428572
539,2012-06-22,3,2012,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Weekday,0.6923808571428571,0.6149405714285715,0.14996785714285712,6363.285714285715
540,2012-06-23,3,2012,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,Weekend,0.7066665714285714,0.6192857142857143,0.1518327142857143,6328.428571428572
541,2012-06-24,3,2012,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,Weekend,0.7282141428571428,0.6022024285714286,0.15192142857142857,6316.0
542,2012-06-25,3,2012,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,Weekday,0.7492855714285714,0.5630952857142857,0.16986957142857143,6556.0
543,2012-06-26,3,2012,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,Weekday,0.7410712857142857,0.5178571428571429,0.19838742857142858,6644.142857142857
544,2012-06-27,3,2012,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,Weekday,0.7289284285714286,0.4847024285714286,0.22095357142857144,6804.714285714285
545,2012-06-28,3,2012,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,Weekday,0.7208332857142857,0.4639285714285714,0.22850542857142855,6943.857142857143
546,2012-06-29,3,2012,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Weekday,0.7289285714285715,0.4517857142857143,0.22601614285714286,6892.428571428572
547,2012-06-30,3,2012,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Weekend,0.7336904285714286,0.4613095714285715,0.22335185714285716,6639.428571428572
548,2012-07-01,3,2012,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Weekend,0.7440475714285714,0.46696428571428567,0.22663814285714287,6445.142857142857
549,2012-07-02,3,2012,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Weekday,0.7534524285714286,0.4588094285714286,0.21162157142857144,6366.285714285715
550,2012-07-03,3,2012,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Weekday,0.7748809999999999,0.4757737142857143,0.17999228571428572,6254.571428571428
551,2012-07-04,3,2012,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Weekday,0.7879762857142857,0.5013094285714286,0.16044585714285714,6264.285714285715
552,2012-07-05,3,2012,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Weekday,0.7991667142857144,0.5063690000000001,0.16364285714285715,6173.142857142857
553,2012-07-06,3,2012,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Weekday,0.7983332857142857,0.5009522857142857,0.1608892857142857,6279.428571428572
554,2012-07-07,3,2012,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Weekend,0.812142857142857,0.485357,0.161244,6158.428571428572
555,2012-07-08,3,2012,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Weekend,0.8130952857142857,0.4932141428571429,0.15511542857142854,6035.714285714285
556,2012-07-09,3,2012,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Weekday,0.8029761428571429,0.5269641428571428,0.15307371428571429,6084.571428571428
557,2012-07-10,3,2012,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Weekday,0.7944047142857142,0.5520237142857143,0.15671657142857143,6031.714285714285
558,2012-07-11,3,2012,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Weekday,0.7840475714285714,0.5655355714285715,0.15911414285714284,6011.857142857143
559,2012-07-12,3,2012,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Weekday,0.7680951428571429,0.5757735714285713,0.15236357142857143,6184.0
560,2012-07-13,3,2012,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Weekday,0.7542857142857142,0.5807735714285714,0.1430361428571429,6368.571428571428
561,2012-07-14,3,2012,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Weekend,0.7316665714285715,0.6103569999999999,0.14019685714285715,6672.714285714285
562,2012-07-15,3,2012,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Weekend,0.720714142857143,0.6309522857142857,0.14605942857142856,6866.857142857143
563,2012-07-16,3,2012,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Weekday,0.7282141428571428,0.6254761428571428,0.14366114285714285,6904.142857142857
564,2012-07-17,3,2012,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Weekday,0.7421427142857143,0.6023808571428572,0.13833142857142858,6975.0
565,2012-07-18,3,2012,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Weekday,0.7530950000000001,0.5943451428571428,0.13628985714285716,6753.428571428572
566,2012-07-19,3,2012,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Weekday,0.7608331428571429,0.6044642857142858,0.1389547142857143,6631.285714285715
567,2012-07-20,3,2012,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Weekday,0.7514282857142858,0.6556548571428572,0.15725714285714285,6398.571428571428
568,2012-07-21,3,2012,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Weekend,0.7360711428571428,0.6794048571428571,0.167203,6040.0
569,2012-07-22,3,2012,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Weekend,0.7248807142857144,0.6857738571428571,0.1568106857142857,6237.0
570,2012-07-23,3,2012,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Weekday,0.7217855714285715,0.6927977142857143,0.15316725714285714,6256.428571428572
571,2012-07-24,3,2012,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Weekday,0.7121427142857143,0.7141072857142857,0.16702797142857143,6371.571428571428
572,2012-07-25,3,2012,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Weekday,0.702261857142857,0.6959525714285715,0.17093625714285715,6723.0
573,2012-07-26,3,2012,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Weekday,0.7032142857142858,0.6954168571428571,0.18799111428571427,6761.571428571428
574,2012-07-27,3,2012,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Weekday,0.719762,0.6597619999999998,0.17999468571428573,6909.285714285715
575,2012-07-28,3,2012,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Weekend,0.7426191428571428,0.62375,0.17200182857142857,7227.285714285715
576,2012-07-29,3,2012,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Weekend,0.7503572857142856,0.6039285714285715,0.1829268571428571,7111.142857142857
577,2012-07-30,3,2012,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Weekday,0.7488095714285714,0.6002975714285714,0.18506028571428573,7131.0
578,2012-07-31,3,2012,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Weekday,0.7434524285714286,0.6073214285714286,0.17848471428571427,7077.285714285715
579,2012-08-01,3,2012,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Weekday,0.7424999999999999,0.6398214285714285,0.1751102857142857,6992.571428571428
580,2012-08-02,3,2012,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Weekday,0.7390475714285714,0.6488094285714286,0.15290185714285714,7049.714285714285
581,2012-08-03,3,2012,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Weekday,0.7367855714285714,0.6556547142857143,0.16187328571428572,7088.428571428572
582,2012-08-04,3,2012,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Weekend,0.7421427142857143,0.6556547142857143,0.17617442857142857,7108.285714285715
583,2012-08-05,3,2012,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Weekend,0.7489284285714285,0.6597618571428571,0.19332085714285713,6946.428571428572
584,2012-08-06,3,2012,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Weekday,0.7520237142857144,0.6576785714285714,0.1898547142857143,6933.285714285715
585,2012-08-07,3,2012,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Weekday,0.755238,0.6576190000000001,0.18292371428571427,6941.428571428572
586,2012-08-08,3,2012,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Weekday,0.759880857142857,0.6569642857142857,0.1785695714285714,6934.857142857143
587,2012-08-09,3,2012,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Weekday,0.760357,0.6513691428571429,0.1823904285714286,6938.428571428572
588,2012-08-10,3,2012,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Weekday,0.7532141428571428,0.6618452857142857,0.18567914285714288,6740.0
589,2012-08-11,3,2012,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Weekend,0.7388094285714286,0.6789287142857143,0.17839642857142854,6665.0
590,2012-08-12,3,2012,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Weekend,0.7290474285714286,0.6614882857142858,0.1544094285714286,6819.285714285715
591,2012-08-13,3,2012,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Weekday,0.7245235714285714,0.6459525714285714,0.15538914285714284,6800.714285714285
592,2012-08-14,3,2012,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Weekday,0.7232141428571428,0.643512142857143,0.16285342857142857,6730.857142857143
593,2012-08-15,3,2012,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Weekday,0.7170237142857143,0.635893,0.17129214285714284,6704.142857142857
594,2012-08-16,3,2012,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Weekday,0.7117857142857142,0.6214287142857143,0.16924871428571428,6749.714285714285
595,2012-08-17,3,2012,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Weekday,0.7128571428571429,0.6007144285714286,0.16818314285714284,6944.285714285715
596,2012-08-18,3,2012,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Weekend,0.7108332857142857,0.5822024285714286,0.1640957142857143,7168.0
597,2012-08-19,3,2012,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Weekend,0.7015475714285715,0.6080952857142857,0.158944,6883.0
598,2012-08-20,3,2012,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Weekday,0.6894047142857144,0.6350595714285714,0.15805357142857143,6832.571428571428
599,2012-08-21,3,2012,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Weekday,0.6783332857142857,0.6332142857142857,0.14428397142857144,6864.285714285715
600,2012-08-22,3,2012,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Weekday,0.672738,0.6414285714285715,0.13007144285714287,6868.285714285715
601,2012-08-23,3,2012,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Weekday,0.6694045714285713,0.658095142857143,0.12189998571428572,6891.142857142857
602,2012-08-24,3,2012,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Weekday,0.6664284285714286,0.6644047142857142,0.09915595714285716,6953.142857142857
603,2012-08-25,3,2012,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Weekend,0.6640475714285714,0.6800595714285713,0.10866181428571428,6694.285714285715
604,2012-08-26,3,2012,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Weekend,0.6665475714285715,0.6992261428571428,0.12900581428571428,6795.142857142857
605,2012-08-27,3,2012,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Weekday,0.6761904285714285,0.6986904285714285,0.12882781428571427,6850.428571428572
606,2012-08-28,3,2012,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Weekday,0.6874998571428571,0.6910118571428571,0.1457069857142857,6855.285714285715
607,2012-08-29,3,2012,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Weekday,0.6899998571428573,0.6731547142857143,0.1517468,6901.285714285715
608,2012-08-30,3,2012,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Weekday,0.6915475714285714,0.6666667142857143,0.15067835714285716,6893.857142857143
609,2012-08-31,3,2012,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Weekday,0.700357142857143,0.6627381428571429,0.16444795714285715,6860.714285714285
610,2012-09-01,3,2012,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Weekend,0.7134522857142857,0.6520832857142856,0.1457021,6873.142857142857
611,2012-09-02,3,2012,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Weekend,0.7196428571428571,0.6476785714285713,0.12216107142857142,6952.428571428572
612,2012-09-03,3,2012,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Weekday,0.7202381428571429,0.6563094285714285,0.12535935714285715,6826.285714285715
